beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90
1,68,0,0,1961.96,0.238,0.432,0.269,0.299,0,17047.67,0.398,44,60,4,0
0,0,1,13,3267.86,0.326,0.351,0.333,0.141,0,106650.24,0.454,0,78,66,1
0,0,1,18,4045.3,0.225,0.184,0.368,0.179,1,50707.28,0.227,0,49,19,0
0,0,1,41,2359.59,0.332,0.546,0.352,0.239,0,10307.97,0.386,0,19,12,1
1,60,0,0,3071.5,0.085,0.059,0.709,0.299,1,55887.53,0.584,0,19,10,0
0,0,1,28,2163.26,0.09,0.192,0.318,0.071,1,34094.69,0.338,20,47,26,0
0,0,1,7,2159.31,0.396,0.564,0.357,0.275,2,31366.7,0.417,0,34,8,0
1,24,0,0,2931.6,0.02,0.0,0.383,0.096,0,45548.26,0.309,0,80,75,0
0,0,1,46,7054.13,0.633,0.682,0.362,0.248,2,75202.75,0.477,104,26,6,0
0,0,0,0,1631.87,0.364,0.493,0.668,0.302,1,27776.48,0.408,0,77,31,1
0,0,1,23,8043.05,0.074,0.119,0.373,0.063,0,17423.3,0.283,0,32,1,0
0,0,0,0,1393.05,0.838,0.873,0.373,0.291,3,8094.77,0.445,53,26,8,0
0,0,1,3,4263.89,0.348,0.381,0.645,0.302,1,26220.45,0.367,0,36,10,0
0,0,1,20,4223.19,0.335,0.525,0.462,0.267,1,26105.14,0.231,0,27,7,0
0,0,0,0,3296.85,0.843,1.0,0.269,0.279,2,6614.18,0.347,12,45,15,0
1,104,0,0,1967.83,0.104,0.332,0.374,0.237,0,7070.82,0.289,0,40,1,0
0,0,1,52,3563.1,0.373,0.384,0.624,0.321,1,14680.15,0.408,0,53,34,0
0,0,1,33,3034.58,0.137,0.274,0.502,0.328,0,16968.19,0.325,0,54,16,0
0,0,0,0,1684.78,0.399,0.522,0.497,0.148,2,6867.04,0.341,26,18,1,0
0,0,1,43,2688.94,0.54,0.432,0.79,0.395,1,57273.94,0.386,0,26,2,0
0,0,1,20,1326.15,0.106,0.094,0.403,0.178,1,21137.57,0.335,0,29,20,1
0,0,1,8,2481.86,0.483,0.575,0.223,0.148,0,9528.99,0.504,0,31,32,0
0,0,1,45,2283.39,0.144,0.108,0.408,0.125,0,19639.4,0.34,0,24,1,0
1,37,0,0,2103.13,0.362,0.454,0.068,0.091,0,20819.0,0.45,0,39,29,0
0,0,0,0,1009.94,0.84,0.875,0.58,0.539,1,6937.14,0.397,166,55,30,1
0,0,1,30,2405.0,0.239,0.258,0.502,0.213,1,22975.81,0.562,0,39,8,0
0,0,1,34,3188.72,0.716,0.899,0.263,0.194,3,20169.19,0.549,0,40,17,0
0,0,1,43,1809.65,0.117,0.23,0.165,0.016,1,16461.49,0.333,0,49,37,0
0,0,0,0,2112.21,0.5,0.614,0.87,0.593,1,12024.37,0.456,0,55,34,0
0,0,1,22,2711.37,0.417,0.425,0.854,0.504,2,30493.55,0.429,74,40,23,1
0,0,1,23,2177.12,0.119,0.123,0.604,0.125,0,9837.29,0.31,100,33,1,0
0,0,1,41,3674.29,0.756,0.76,0.833,0.559,2,49184.02,0.44,29,45,12,0
0,0,1,13,4088.41,0.091,0.278,0.571,0.357,0,81301.74,0.423,0,19,1,1
0,0,1,39,2246.89,0.213,0.309,0.816,0.488,1,5750.1,0.336,0,51,36,1
1,25,0,0,1677.11,0.329,0.403,0.096,0.176,0,47611.13,0.61,0,82,71,0
0,0,1,97,3747.89,0.604,0.747,0.257,0.359,2,34232.73,0.564,26,45,16,0
0,0,1,38,2085.24,0.432,0.444,0.283,0.181,2,13494.1,0.424,0,25,20,0
1,36,0,0,1316.82,0.39,0.538,0.332,0.19,2,20185.25,0.338,0,66,24,0
1,130,0,0,3285.73,0.128,0.212,0.397,0.176,1,37835.14,0.246,0,26,1,0
0,0,0,0,1402.7,0.545,0.472,0.341,0.23,1,4418.3,0.256,0,31,22,0
0,0,1,24,3284.61,0.42,0.413,0.421,0.221,1,47146.72,0.276,0,27,11,0
0,0,1,15,1359.19,0.187,0.249,0.563,0.245,2,32766.34,0.377,37,78,43,1
0,0,1,39,3120.39,0.593,0.685,0.372,0.303,1,15322.29,0.449,66,84,76,0
0,0,0,0,1814.15,0.297,0.477,0.616,0.359,0,17481.82,0.36,39,56,17,0
1,15,0,0,3257.38,0.091,0.172,0.458,0.134,0,109811.22,0.49,0,60,42,0
0,0,1,10,1115.27,0.242,0.271,0.499,0.254,0,21213.38,0.492,0,61,21,1
0,0,0,0,970.13,0.442,0.576,0.331,0.199,0,5486.94,0.296,0,59,25,0
0,0,1,11,4612.26,0.429,0.529,0.76,0.508,1,7962.65,0.211,0,54,9,0
1,36,0,0,2237.95,0.442,0.489,0.587,0.416,1,42932.05,0.53,7,85,38,0
0,0,0,0,1040.84,0.459,0.454,0.268,0.172,0,4642.51,0.239,0,67,35,0
0,0,1,3,3113.34,0.428,0.571,0.294,0.09,2,179542.63,0.732,18,24,1,0
0,0,1,17,2011.13,0.466,0.631,0.272,0.278,1,11073.07,0.286,20,44,38,0
1,51,0,0,1666.99,0.254,0.238,0.393,0.231,1,13341.53,0.308,0,84,66,0
0,0,1,36,6148.2,0.404,0.427,0.688,0.427,1,61193.82,0.459,0,45,18,0
0,0,1,37,2228.41,0.137,0.126,0.552,0.245,0,14636.35,0.381,0,31,32,0
1,32,0,0,900.37,0.031,0.265,0.514,0.173,0,2647.57,0.3,0,77,49,0
1,41,0,0,1988.32,0.111,0.273,0.152,0.254,0,14829.73,0.244,0,60,34,0
0,0,1,19,1743.57,0.776,0.822,0.205,0.236,1,19096.99,0.482,0,56,53,0
0,0,1,41,888.27,0.297,0.331,0.689,0.392,0,23402.77,0.49,20,46,36,1
0,0,1,10,3514.06,0.239,0.202,0.799,0.252,1,46244.04,0.232,77,26,1,0
0,0,1,28,5053.82,0.542,0.718,0.367,0.293,1,56767.35,0.66,31,44,12,0
0,0,1,10,3021.35,0.238,0.117,0.669,0.18,1,30011.32,0.288,0,47,32,0
0,0,1,16,2345.32,0.329,0.416,0.103,0.117,0,12522.49,0.344,0,81,42,0
0,0,1,59,2218.89,0.412,0.501,0.512,0.275,1,33661.78,0.393,0,38,10,0
0,0,1,20,2317.46,0.216,0.393,0.344,0.145,1,7496.97,0.272,26,28,1,0
0,0,0,0,2708.95,0.46,0.521,0.101,0.01,2,51647.03,0.59,0,47,19,1
1,47,0,0,851.04,0.068,0.232,0.261,0.194,1,11080.14,0.29,0,85,27,0
0,0,1,14,2508.95,0.263,0.332,0.421,0.26,2,19998.78,0.29,0,50,14,0
0,0,0,0,2964.46,0.701,0.662,0.409,0.147,1,24412.92,0.432,0,43,10,0
0,0,1,30,1450.87,0.272,0.287,0.446,0.176,1,13897.12,0.309,0,63,21,0
1,21,0,0,3401.25,0.271,0.395,0.377,0.245,1,12510.9,0.407,0,62,30,0
1,20,0,0,4737.06,0.082,0.179,0.187,0.183,1,48595.45,0.419,0,38,1,0
0,0,0,0,1357.34,0.594,0.681,0.261,0.188,1,16434.61,0.636,0,83,47,0
0,0,1,15,1327.4,0.578,0.619,0.506,0.444,1,31890.15,0.637,68,58,48,0
0,0,1,61,2045.76,0.158,0.199,0.696,0.402,1,3030.84,0.193,22,21,15,0
0,0,0,0,2122.18,0.336,0.298,0.362,0.211,1,12812.97,0.48,17,45,26,0
1,89,0,0,7674.31,0.423,0.525,0.803,0.401,2,54228.07,0.304,0,80,59,0
0,0,1,29,1900.74,0.587,0.702,0.34,0.264,1,9975.07,0.382,0,44,15,0
0,0,0,0,1266.21,0.588,0.616,0.122,0.078,1,38310.17,0.762,44,56,24,0
0,0,0,0,1702.46,0.271,0.438,0.274,0.162,2,12695.07,0.371,0,59,41,0
1,40,0,0,2480.31,0.142,0.311,0.153,0.178,2,32762.32,0.398,0,65,26,0
0,0,1,16,2535.11,0.466,0.587,0.087,0.04,0,14813.13,0.338,0,77,50,0
0,0,1,27,1243.58,0.343,0.535,0.728,0.541,0,12755.03,0.421,0,28,1,1
0,0,0,0,1000.06,0.73,0.815,0.368,0.291,3,19794.84,0.501,122,53,18,0
0,0,1,55,4087.76,0.495,0.482,0.768,0.463,1,20681.88,0.436,0,54,18,0
0,0,1,39,5137.9,0.089,0.18,0.475,0.317,1,87932.35,0.437,0,28,16,0
1,20,0,0,1163.26,0.085,0.076,0.0,0.0,0,10602.65,0.096,0,63,49,0
0,0,1,9,4592.79,0.389,0.436,0.949,0.53,0,37410.15,0.292,18,26,1,0
0,0,1,31,909.03,0.177,0.106,0.554,0.151,2,18658.34,0.4,0,49,1,0
0,0,1,55,3146.94,0.35,0.32,0.344,0.174,1,23869.06,0.304,0,40,14,0
0,0,1,14,2179.84,0.104,0.149,0.862,0.425,0,16453.49,0.169,0,28,12,0
0,0,1,37,3282.46,0.097,0.22,0.559,0.188,0,27852.42,0.333,7,73,33,0
0,0,1,43,1442.46,0.6,0.641,0.411,0.235,3,37209.13,0.645,7,34,1,0
0,0,1,38,4079.63,0.475,0.5,0.315,0.272,0,64193.15,0.52,30,35,21,0
0,0,1,7,2196.67,0.688,0.796,0.239,0.154,2,42894.74,0.43,42,76,49,0
1,24,0,0,1516.22,0.211,0.261,0.279,0.221,0,34384.16,0.46,0,77,47,0
1,72,0,0,1870.04,0.157,0.123,0.481,0.258,1,18666.78,0.372,0,20,7,0
0,0,1,43,3931.76,0.387,0.575,0.421,0.246,0,23869.37,0.453,0,36,11,0
1,35,0,0,2257.73,0.345,0.428,0.454,0.342,1,29632.77,0.569,124,66,38,1
0,0,0,0,2099.73,0.205,0.263,0.713,0.348,0,6424.14,0.261,0,70,41,0
0,0,0,0,2502.63,0.193,0.382,0.219,0.236,1,62373.49,0.601,25,85,74,0
0,0,1,12,1801.85,0.361,0.463,0.258,0.127,2,11348.68,0.372,0,55,25,0
0,0,0,0,1326.14,0.359,0.403,0.379,0.136,1,28054.58,0.72,29,18,1,0
1,52,0,0,8067.64,0.122,0.162,0.504,0.238,0,76979.77,0.319,0,77,54,0
0,0,1,6,1338.48,0.298,0.267,0.492,0.28,3,8880.34,0.478,0,28,6,0
0,0,1,4,914.4,0.689,0.654,0.305,0.201,3,20548.1,0.626,0,26,12,0
1,69,0,0,1594.48,0.245,0.331,0.14,0.047,0,8553.58,0.246,0,63,21,0
0,0,1,35,2369.66,0.179,0.38,0.592,0.182,0,27148.52,0.409,0,59,37,0
0,0,1,26,3920.9,0.239,0.445,0.788,0.533,2,17720.43,0.171,76,22,8,0
0,0,1,95,2002.06,0.592,0.625,0.691,0.458,0,16905.74,0.478,0,29,8,0
0,0,1,16,3679.0,0.284,0.304,0.731,0.441,1,23082.73,0.362,0,58,31,0
0,0,1,66,2183.82,0.493,0.647,0.385,0.261,0,41014.12,0.511,0,35,14,1
0,0,1,36,3519.44,0.192,0.279,0.199,0.215,1,10830.26,0.182,0,64,66,0
0,0,1,17,4320.77,0.41,0.419,0.431,0.282,3,28238.41,0.386,0,45,1,0
0,0,1,10,1878.96,0.368,0.346,0.196,0.082,2,22478.13,0.473,11,57,40,0
0,0,1,30,4134.96,0.318,0.355,0.369,0.105,1,83743.42,0.439,106,50,38,0
0,0,1,12,1457.03,0.123,0.029,0.305,0.14,0,74180.42,0.446,0,42,40,0
0,0,0,0,1847.85,0.472,0.522,0.227,0.189,1,6644.83,0.376,22,41,4,0
1,63,1,11,3610.37,0.177,0.205,0.123,0.232,2,16634.02,0.43,0,65,46,0
1,21,0,0,2328.53,0.02,0.032,0.45,0.111,0,15056.0,0.356,0,52,17,0
1,154,0,0,2610.94,0.197,0.241,0.32,0.168,0,21429.61,0.353,0,58,40,0
0,0,0,0,1971.17,0.366,0.431,0.29,0.218,0,23430.92,0.525,0,57,28,0
0,0,1,24,800.0,0.213,0.34,0.397,0.228,2,2706.78,0.291,37,32,8,0
1,117,1,8,3583.99,0.138,0.269,0.274,0.155,0,45311.57,0.444,0,80,45,0
0,0,0,0,804.79,0.479,0.547,0.421,0.31,1,3894.36,0.278,0,56,7,0
1,111,0,0,1741.55,0.357,0.43,0.217,0.141,0,13839.55,0.333,0,66,25,0
0,0,1,25,4043.27,0.359,0.552,0.181,0.132,0,58949.2,0.447,37,77,54,0
1,18,0,0,2781.65,0.236,0.349,0.196,0.22,0,15862.42,0.226,0,80,33,0
1,26,0,0,4679.77,0.114,0.166,0.37,0.191,0,111971.78,0.412,25,63,33,0
1,20,0,0,2629.13,0.485,0.57,0.381,0.362,2,19631.84,0.316,0,71,38,0
0,0,0,0,1224.98,0.244,0.211,0.316,0.255,0,9419.81,0.323,0,50,10,0
0,0,0,0,951.34,0.67,0.719,0.514,0.326,0,7392.54,0.608,0,68,40,0
0,0,1,33,4848.08,0.222,0.362,0.214,0.215,1,69125.61,0.487,0,39,16,0
1,24,0,0,1293.15,0.062,0.063,0.519,0.243,1,11741.06,0.371,0,66,44,1
0,0,0,0,1011.51,0.352,0.439,0.573,0.336,2,8914.95,0.425,0,23,17,0
0,0,1,93,2810.04,0.174,0.182,0.089,0.147,0,22040.22,0.286,0,80,49,0
0,0,0,0,3151.03,0.545,0.603,0.362,0.322,2,14764.19,0.351,0,34,23,1
1,78,0,0,2377.66,0.046,0.123,0.596,0.267,1,20630.08,0.336,51,62,26,0
0,0,0,0,1524.81,0.355,0.486,0.68,0.332,1,12260.2,0.509,0,18,1,0
0,0,1,18,1755.59,0.461,0.495,0.889,0.477,0,2487.41,0.198,0,28,15,0
0,0,0,0,2130.07,0.662,0.523,0.716,0.38,2,22404.55,0.681,0,85,47,0
0,0,1,34,1153.3,0.64,0.778,0.429,0.292,0,10451.56,0.725,0,74,38,0
1,26,0,0,1160.59,0.396,0.505,0.737,0.428,3,4620.14,0.3,0,33,5,0
0,0,0,0,1206.09,0.64,0.674,0.732,0.435,2,6717.65,0.348,55,26,13,1
1,45,0,0,1585.8,0.222,0.301,0.563,0.3,3,25113.46,0.526,12,73,52,0
0,0,1,21,1893.01,0.077,0.154,0.467,0.194,0,87743.88,0.537,0,85,30,1
0,0,1,33,4320.42,0.38,0.481,0.775,0.524,3,81161.92,0.451,0,29,1,0
0,0,0,0,3311.05,0.896,0.958,0.457,0.498,3,33106.35,0.376,73,63,38,1
0,0,1,5,1613.81,0.454,0.584,0.21,0.052,1,6264.8,0.311,0,37,18,0
1,36,0,0,2020.02,0.128,0.185,0.442,0.201,1,19346.17,0.205,0,68,39,0
0,0,1,106,1881.75,0.671,0.536,0.431,0.17,1,9789.06,0.391,25,46,5,0
0,0,1,15,1892.0,0.583,0.656,0.35,0.255,1,5649.48,0.319,77,26,1,0
0,0,1,22,3247.51,0.058,0.082,0.29,0.062,2,54635.57,0.277,0,40,23,0
0,0,0,0,3049.29,0.393,0.277,0.532,0.173,2,41937.93,0.337,0,54,35,0
1,136,0,0,4178.75,0.192,0.306,0.103,0.07,1,118143.9,0.619,18,72,45,0
0,0,0,0,1810.9,0.47,0.585,0.938,0.539,2,22083.34,0.704,54,19,1,1
1,32,1,39,1472.12,0.147,0.385,0.673,0.471,0,9897.55,0.397,0,83,66,0
1,120,0,0,1197.78,0.276,0.228,0.324,0.283,2,17843.2,0.413,24,62,28,0
0,0,1,44,1194.58,0.551,0.509,0.542,0.377,2,8298.27,0.389,92,77,61,1
1,48,0,0,3752.52,0.319,0.371,0.146,0.025,2,87119.96,0.594,0,81,40,1
0,0,1,61,2012.21,0.547,0.584,0.785,0.53,1,10327.67,0.335,107,28,15,0
0,0,1,136,2904.29,0.197,0.25,0.423,0.171,0,22145.69,0.364,0,24,20,0
1,50,1,54,7319.89,0.169,0.313,0.415,0.2,0,120267.25,0.471,0,70,24,0
0,0,0,0,1058.81,0.513,0.434,0.531,0.251,0,15674.84,0.414,0,30,12,1
0,0,1,12,2173.46,0.317,0.338,0.574,0.294,0,28140.02,0.407,0,28,4,1
0,0,0,0,1840.45,0.424,0.566,0.28,0.24,0,26949.59,0.655,0,49,38,0
0,0,1,25,1358.57,0.188,0.255,0.434,0.235,3,2656.2,0.202,0,80,54,0
1,15,0,0,3203.87,0.294,0.503,0.066,0.0,1,67713.84,0.608,0,72,19,0
0,0,0,0,3161.18,0.528,0.495,0.547,0.193,0,71379.98,0.663,0,53,21,0
1,73,1,23,4534.69,0.241,0.397,0.476,0.345,2,60752.7,0.545,0,31,6,1
0,0,0,0,2480.81,0.401,0.509,0.201,0.217,1,19048.14,0.394,33,40,6,0
0,0,0,0,1863.67,0.399,0.388,0.178,0.102,0,7066.01,0.265,0,64,39,0
0,0,1,29,3250.25,0.61,0.659,0.862,0.472,0,28222.14,0.336,16,28,5,0
1,14,0,0,3881.46,0.312,0.444,0.388,0.244,0,77876.02,0.387,18,53,27,0
0,0,0,0,3007.32,0.259,0.401,0.726,0.331,0,162642.78,0.675,8,18,7,1
0,0,1,34,3340.98,0.229,0.327,0.268,0.11,0,91142.66,0.517,0,40,15,1
0,0,1,57,1819.18,0.314,0.277,0.743,0.221,0,43236.26,0.42,0,34,1,1
0,0,1,8,800.0,0.412,0.35,0.48,0.242,0,12317.86,0.526,0,64,55,0
1,74,0,0,4415.97,0.278,0.449,0.412,0.336,2,15309.66,0.178,0,80,34,0
0,0,1,43,6163.29,0.173,0.215,0.773,0.262,1,23395.27,0.331,57,27,8,0
0,0,0,0,1347.92,0.317,0.411,0.685,0.355,0,18719.32,0.471,0,72,34,0
0,0,1,58,4768.66,0.142,0.248,0.372,0.261,1,83887.3,0.696,17,62,23,0
0,0,0,0,800.0,0.469,0.51,0.323,0.168,1,6678.2,0.458,7,83,27,0
1,25,0,0,3276.14,0.107,0.286,0.722,0.237,2,74890.82,0.439,83,79,39,1
0,0,1,5,3091.61,0.401,0.483,0.96,0.544,3,35100.56,0.486,0,24,1,0
1,102,0,0,1706.22,0.284,0.356,0.154,0.134,2,11351.79,0.218,0,68,19,0
0,0,0,0,4627.88,0.112,0.281,0.344,0.203,0,30314.61,0.18,0,58,36,0
0,0,0,0,1588.91,0.592,0.557,0.422,0.281,2,36400.58,0.511,0,25,8,0
0,0,1,22,4001.5,0.57,0.658,0.514,0.306,2,58125.95,0.556,46,35,14,0
0,0,1,31,6791.51,0.375,0.619,0.75,0.616,4,300000.0,0.798,52,81,52,1
0,0,1,13,2418.51,0.57,0.552,0.436,0.284,2,22691.77,0.459,9,54,55,0
0,0,1,10,3910.98,0.19,0.353,0.473,0.29,1,45486.93,0.423,0,41,12,0
0,0,0,0,1766.8,0.206,0.277,0.4,0.307,0,52241.15,0.511,80,39,1,0
0,0,1,62,3241.56,0.737,0.854,0.266,0.309,2,31360.75,0.553,0,74,32,0
0,0,1,36,1740.2,0.581,0.57,0.95,0.57,0,14169.72,0.64,0,37,20,0
1,55,0,0,2495.44,0.052,0.059,0.412,0.142,1,6061.41,0.242,47,28,5,1
1,54,0,0,2544.26,0.283,0.331,0.237,0.239,0,26130.7,0.257,0,57,19,0
1,44,0,0,2474.96,0.065,0.1,0.162,0.158,1,55759.4,0.383,0,85,55,0
0,0,1,16,4467.95,0.474,0.613,0.624,0.503,5,236887.58,0.698,0,30,27,0
0,0,1,10,2929.72,0.593,0.626,0.797,0.56,2,22363.48,0.513,51,35,9,0
0,0,0,0,1102.34,0.335,0.288,0.627,0.226,0,20542.63,0.317,23,49,35,0
0,0,1,40,3593.85,0.151,0.125,0.348,0.126,0,39651.51,0.399,0,31,27,0
1,79,0,0,1763.69,0.153,0.113,0.347,0.241,2,45987.48,0.529,0,62,49,0
0,0,1,16,2798.67,0.398,0.558,0.396,0.216,1,25059.59,0.449,48,35,16,0
0,0,1,21,2729.95,0.674,0.605,0.366,0.225,2,9577.44,0.338,0,26,2,0
0,0,1,16,3603.88,0.255,0.344,0.451,0.414,0,64369.28,0.601,0,35,15,0
1,71,0,0,2574.37,0.341,0.366,0.263,0.124,0,25843.84,0.36,0,81,35,0
1,59,0,0,3128.81,0.236,0.241,0.129,0.139,0,24148.28,0.376,0,81,19,0
0,0,1,17,2749.98,0.552,0.606,0.106,0.074,2,39744.4,0.457,53,52,22,0
0,0,1,45,8380.63,0.553,0.6,0.209,0.189,1,50215.74,0.299,0,45,51,0
1,41,0,0,1993.92,0.226,0.302,0.503,0.347,2,10249.02,0.513,0,73,21,0
0,0,1,35,2148.2,0.123,0.352,0.563,0.382,0,11829.62,0.447,0,31,10,0
0,0,0,0,2434.23,0.33,0.484,0.19,0.099,2,62515.04,0.53,0,62,28,0
0,0,1,37,2262.87,0.771,0.768,0.508,0.472,3,66773.07,0.704,0,64,49,0
0,0,1,29,4080.08,0.291,0.303,0.37,0.092,2,101509.95,0.488,0,66,17,0
0,0,1,30,1554.6,0.796,0.775,0.335,0.306,0,48263.66,0.755,28,32,3,0
1,26,0,0,2541.16,0.175,0.161,0.104,0.182,1,41054.57,0.449,0,66,38,0
0,0,0,0,2271.48,0.686,0.729,0.311,0.219,2,43807.97,0.671,0,59,42,0
1,59,0,0,1384.91,0.057,0.012,0.514,0.121,0,12905.66,0.273,0,77,50,0
0,0,1,8,3115.12,0.484,0.483,0.563,0.428,1,17530.79,0.413,0,29,10,0
0,0,1,22,1008.54,0.245,0.209,0.574,0.313,0,29125.36,0.726,0,59,38,0
0,0,0,0,1850.68,0.603,0.589,0.247,0.186,1,19096.02,0.604,0,74,32,0
0,0,0,0,3216.97,0.653,0.662,0.801,0.538,4,58077.92,0.531,27,36,14,0
1,85,0,0,1564.58,0.131,0.124,0.699,0.2,0,30061.51,0.616,0,68,14,0
0,0,1,65,2707.07,0.209,0.282,0.648,0.189,1,18951.18,0.3,0,24,1,0
0,0,1,50,1868.51,0.328,0.504,0.395,0.164,2,37051.8,0.446,41,66,40,0
0,0,1,18,3602.05,0.489,0.685,0.127,0.068,2,109691.03,0.721,0,59,46,0
0,0,1,14,3807.32,0.318,0.344,0.594,0.286,0,23510.17,0.413,0,31,23,0
0,0,1,20,3343.35,0.478,0.472,0.277,0.147,0,28613.99,0.447,0,22,1,0
0,0,0,0,2608.51,0.425,0.543,0.355,0.192,1,21010.39,0.402,0,68,42,0
0,0,1,17,1869.53,0.572,0.532,0.516,0.229,0,17325.42,0.427,0,34,1,0
1,72,0,0,2249.49,0.121,0.142,0.304,0.133,0,63764.56,0.442,0,51,22,1
0,0,1,64,1601.95,0.176,0.302,0.477,0.28,1,15056.09,0.489,10,22,1,0
1,126,0,0,1521.71,0.108,0.201,0.314,0.201,0,33820.87,0.621,0,83,11,0
0,0,1,21,2354.49,0.109,0.267,0.254,0.19,3,31985.67,0.486,0,55,29,0
1,137,1,5,5915.79,0.063,0.177,0.431,0.261,1,17687.08,0.257,0,81,52,0
0,0,1,29,1847.94,0.299,0.471,0.347,0.048,0,25751.09,0.507,0,28,14,0
0,0,1,29,3252.44,0.133,0.214,0.528,0.41,1,52423.95,0.386,0,31,9,0
1,30,0,0,1550.74,0.475,0.606,0.381,0.365,1,8374.88,0.33,0,59,22,0
0,0,1,20,1453.17,0.642,0.762,0.3,0.264,3,55124.52,0.619,0,59,28,0
1,67,0,0,4562.97,0.327,0.489,0.195,0.127,1,120722.43,0.464,86,71,61,1
1,80,0,0,4072.48,0.083,0.168,0.166,0.087,1,36116.94,0.302,11,81,36,0
1,61,1,46,2488.49,0.083,0.195,0.308,0.137,0,44147.16,0.407,0,73,38,0
0,0,0,0,1547.33,0.26,0.277,0.547,0.113,0,14131.98,0.471,17,27,31,0
0,0,1,39,3033.33,0.371,0.522,0.605,0.358,0,101833.25,0.713,0,39,14,0
1,181,0,0,1454.22,0.179,0.294,0.179,0.117,2,12115.06,0.43,0,80,62,0
0,0,1,19,3285.64,0.177,0.26,0.731,0.362,1,21568.77,0.316,0,55,25,0
0,0,0,0,842.12,0.358,0.386,0.656,0.384,1,17366.62,0.491,0,76,53,0
0,0,0,0,1408.66,0.699,0.914,0.659,0.634,1,26004.85,0.693,0,56,13,1
1,63,0,0,1984.79,0.293,0.459,0.595,0.328,2,12740.06,0.324,0,21,2,0
0,0,0,0,2251.71,0.388,0.437,0.738,0.425,2,29260.9,0.283,0,50,1,0
0,0,0,0,3307.89,0.411,0.576,0.3,0.22,1,50568.3,0.486,55,74,38,0
1,26,0,0,1414.35,0.259,0.397,0.817,0.475,2,3621.79,0.343,0,62,42,0
0,0,0,0,1683.0,0.172,0.33,0.794,0.346,0,31923.24,0.346,0,27,6,0
0,0,1,30,3642.03,0.678,0.686,0.625,0.527,0,11286.69,0.478,10,32,16,0
1,84,0,0,2237.26,0.243,0.331,0.337,0.21,1,8983.57,0.345,0,76,44,0
1,69,0,0,2115.54,0.116,0.192,0.382,0.071,0,20679.55,0.393,0,84,67,0
0,0,1,18,3745.22,0.316,0.205,0.761,0.322,0,39380.17,0.329,0,69,57,1
0,0,1,14,1037.12,0.5,0.631,0.638,0.436,1,11439.28,0.475,0,24,1,0
1,55,0,0,2085.32,0.164,0.262,0.34,0.23,0,36239.07,0.741,20,60,28,0
1,35,0,0,2380.59,0.126,0.261,0.567,0.307,0,97074.38,0.58,58,74,39,0
1,56,0,0,2286.73,0.088,0.11,0.387,0.22,2,47233.87,0.333,0,61,30,0
1,32,0,0,1588.09,0.081,0.155,0.129,0.0,0,36077.29,0.488,0,58,28,0
0,0,1,10,3881.3,0.515,0.425,0.935,0.57,1,22863.97,0.361,0,49,33,0
0,0,1,6,2914.81,0.354,0.524,0.312,0.263,0,8472.87,0.211,0,34,12,0
0,0,1,8,800.0,0.588,0.637,0.308,0.238,2,8260.75,0.39,0,37,24,1
0,0,0,0,2395.33,0.434,0.432,0.189,0.168,2,6578.92,0.25,0,68,23,0
0,0,1,32,2557.4,0.107,0.24,0.426,0.161,0,71081.98,0.581,0,22,12,1
0,0,0,0,2733.21,0.372,0.348,0.65,0.268,0,10830.19,0.33,0,23,8,0
1,83,1,8,6261.24,0.107,0.329,0.518,0.206,1,234275.64,0.651,0,44,14,0
1,64,0,0,2415.93,0.206,0.236,0.462,0.314,0,9185.55,0.319,0,70,57,0
0,0,0,0,1244.67,0.526,0.481,0.441,0.246,0,32200.46,0.528,0,62,43,0
0,0,1,101,4278.44,0.32,0.417,0.351,0.241,1,26381.45,0.485,44,58,12,0
0,0,0,0,3662.45,0.331,0.39,0.38,0.142,1,39582.12,0.487,0,54,29,0
0,0,0,0,2111.86,0.768,0.767,1.0,0.727,0,17768.24,0.272,0,25,1,1
1,51,0,0,2282.09,0.046,0.111,0.124,0.134,1,4875.9,0.236,0,40,26,0
1,75,0,0,3685.94,0.119,0.303,0.814,0.337,0,18123.23,0.355,0,23,1,0
0,0,1,15,1699.79,0.637,0.657,0.14,0.159,1,38795.96,0.66,91,69,15,1
1,64,0,0,2458.92,0.021,0.142,0.233,0.123,0,43132.72,0.494,0,69,9,0
0,0,0,0,1460.41,0.43,0.388,0.253,0.241,1,8110.09,0.192,61,35,10,0
0,0,1,40,3655.76,0.39,0.441,0.63,0.364,3,62344.58,0.418,54,37,12,0
0,0,1,92,2516.64,0.226,0.373,0.896,0.49,1,27654.92,0.29,0,39,12,0
1,64,0,0,2158.11,0.122,0.256,0.367,0.113,1,14128.03,0.3,144,78,29,0
0,0,1,26,3650.13,0.094,0.225,0.305,0.284,0,67678.42,0.481,0,51,21,0
0,0,1,44,5397.8,0.131,0.219,0.316,0.137,0,39175.18,0.184,0,69,62,0
1,11,0,0,3003.27,0.225,0.341,0.801,0.304,1,47095.28,0.426,0,48,21,0
1,12,0,0,3272.61,0.548,0.634,0.441,0.374,1,23771.9,0.515,40,65,27,0
0,0,1,40,4599.53,0.441,0.623,0.206,0.28,1,69982.74,0.372,0,53,23,0
