beneficio_ativo,tempo_beneficio_meses,emprego_ativo,tempo_emprego_meses,renda_media_6m,coef_var_renda,pct_meses_saldo_neg_6m,utilizacao_cartao,pct_minimo_pago_3m,num_faturas_vencidas_3m,endividamento_total,parcelas_renda,DPD_max_12m,idade,tempo_rel_banco_meses,default90,segmento,pd_true
0,0,0,0,1500.0,0.2913,0.1802,0.4643,0.3267,0,0.0,0.0,26,23,19.0,0,CLT,0.3776
1,188,0,0,2574.7,0.1504,0.1152,0.3043,0.2185,1,3535.08,0.1391,19,77,480.0,0,INSS,0.0395
0,0,1,52,1994.88,0.1778,0.1328,0.5216,0.2955,0,4089.16,0.0844,25,23,26.0,0,CLT,0.2375
0,0,0,0,6260.54,0.1809,0.2769,0.5496,0.3787,0,13243.49,0.2129,37,48,202.0,1,CLT,0.3821
1,280,0,0,2363.59,0.1261,0.1143,0.3438,0.0851,0,0.0,0.0,12,58,238.0,0,INSS,0.0247
0,0,1,36,1500.0,0.256,0.0746,0.4632,0.1997,0,3123.9,0.0644,17,35,141.0,1,CLT,0.1703
0,0,1,68,1850.48,0.254,0.1163,0.3474,0.0,0,633.59,0.0122,8,38,135.0,0,CLT,0.1033
0,0,1,45,2591.41,0.2683,0.0,0.1705,0.0376,0,2834.28,0.1172,0,21,17.0,0,CLT,0.0917
1,66,0,0,3248.56,0.0936,0.0494,0.4056,0.1917,0,8731.4,0.1081,13,69,302.0,0,INSS,0.0389
0,0,0,0,4461.44,0.2081,0.1696,0.5903,0.2958,0,3324.4,0.0483,30,34,89.0,0,CLT,0.3141
1,227,0,0,1200.0,0.1064,0.1486,0.1228,0.0576,2,0.0,0.0,16,59,292.0,0,INSS,0.0398
0,0,1,9,5633.13,0.0862,0.2149,0.3123,0.2473,0,13117.46,0.0834,38,52,235.0,0,CLT,0.1661
0,0,1,72,3016.6,0.1675,0.184,0.5143,0.192,0,4617.74,0.1782,13,53,358.0,0,CLT,0.1263
0,0,1,179,6680.79,0.0146,0.0,0.0378,0.0374,0,5109.52,0.0319,4,24,29.0,1,Servidor,0.0122
0,0,1,91,5507.12,0.2853,0.0,0.4158,0.129,0,18031.31,0.1365,8,39,201.0,0,CLT,0.099
0,0,0,0,800.0,0.2237,0.3655,0.7465,0.4281,0,1922.77,0.2813,57,65,190.0,0,Informal,0.45
0,0,0,0,4351.57,0.4088,0.2105,0.6595,0.3419,0,2218.17,0.0213,34,28,82.0,0,Informal,0.45
1,191,0,0,1200.0,0.0714,0.0643,0.3923,0.1765,1,0.0,0.0,17,66,146.0,0,INSS,0.0454
1,141,0,0,1952.3,0.0557,0.1275,0.1651,0.1581,0,6723.91,0.1657,21,78,431.0,0,INSS,0.0303
0,0,1,61,5615.19,0.1725,0.1384,0.4193,0.3042,0,9315.69,0.0541,27,25,50.0,0,CLT,0.1797
0,0,1,18,5332.92,0.2129,0.0,0.3088,0.2668,0,0.0,0.0,8,54,208.0,0,CLT,0.0731
0,0,0,0,4960.42,0.4021,0.5269,0.5699,0.5795,1,13776.28,0.1228,79,44,278.0,0,Informal,0.45
0,0,1,30,4027.8,0.3205,0.0081,0.4369,0.1499,0,0.0,0.0,8,29,56.0,0,CLT,0.1191
1,200,0,0,2729.2,0.0829,0.1082,0.314,0.0969,1,2802.13,0.0525,11,83,206.0,0,INSS,0.033
1,211,0,0,2000.05,0.1089,0.0874,0.3575,0.2118,1,6717.41,0.2401,14,77,182.0,0,INSS,0.0546
1,202,0,0,1992.05,0.0688,0.0678,0.3713,0.0678,0,2534.37,0.0733,13,70,273.0,0,INSS,0.0255
0,0,1,41,6902.97,0.0751,0.1024,0.1725,0.0451,1,9867.27,0.0577,12,37,196.0,0,Servidor,0.032
1,214,0,0,3619.55,0.143,0.0007,0.229,0.0083,0,3478.38,0.0413,2,72,480.0,0,INSS,0.0115
0,0,1,45,2870.64,0.2728,0.2071,0.5289,0.277,0,6991.96,0.0979,30,51,262.0,0,CLT,0.2335
1,129,0,0,2730.09,0.0331,0.106,0.3689,0.1013,1,6372.77,0.0823,17,65,303.0,0,INSS,0.0416
0,0,0,0,1550.94,0.4973,0.0,0.4842,0.2766,0,3010.93,0.0817,8,41,196.0,0,Informal,0.3954
0,0,1,31,4302.65,0.167,0.0,0.4558,0.1395,1,5844.59,0.0627,10,33,94.0,0,CLT,0.128
0,0,1,52,1807.23,0.0,0.0256,0.336,0.212,0,8779.2,0.3283,11,47,99.0,0,CLT,0.1158
0,0,1,88,2371.03,0.1352,0.1897,0.3872,0.4455,0,3595.01,0.0878,39,53,132.0,0,CLT,0.2245
0,0,0,0,2031.88,0.5309,0.2429,0.786,0.2507,1,3768.83,0.0654,27,41,111.0,0,Informal,0.45
0,0,1,223,4961.91,0.0553,0.0,0.1081,0.0,1,10131.19,0.0502,4,45,75.0,0,Servidor,0.0167
1,224,0,0,4171.65,0.1446,0.0096,0.2381,0.0088,0,11749.53,0.1173,0,65,272.0,0,INSS,0.0171
0,0,1,1,5393.55,0.4374,0.0,0.3751,0.1173,0,9938.43,0.2399,7,45,185.0,0,CLT,0.1382
1,111,0,0,1829.89,0.1597,0.0648,0.2895,0.1107,0,803.71,0.0201,12,58,99.0,0,INSS,0.0403
0,0,1,62,3737.36,0.281,0.2652,0.5386,0.3512,0,5467.31,0.0491,39,29,54.0,1,CLT,0.3387
1,283,0,0,1205.7,0.0741,0.1251,0.1386,0.0,0,2951.89,0.105,5,60,298.0,0,INSS,0.0183
0,0,1,78,3500.0,0.0263,0.0408,0.0992,0.0406,0,3560.5,0.0322,0,56,247.0,0,Servidor,0.0148
0,0,1,88,3318.11,0.1871,0.0358,0.3776,0.0923,0,357.84,0.0087,14,44,197.0,0,CLT,0.0766
0,0,1,28,2665.42,0.0354,0.1113,0.0477,0.0661,0,6003.89,0.0825,11,35,116.0,0,CLT,0.0776
0,0,1,59,4739.7,0.2325,0.199,0.4054,0.093,0,2524.35,0.0273,29,55,380.0,0,CLT,0.1113
1,267,0,0,3282.72,0.0603,0.2007,0.3199,0.2231,0,6208.57,0.0744,24,78,215.0,0,INSS,0.0381
1,153,0,0,1200.0,0.1102,0.1456,0.4596,0.2162,1,7172.68,0.2817,22,71,439.0,0,INSS,0.0714
0,0,0,0,3290.61,0.389,0.3175,0.7277,0.3973,0,7745.07,0.0576,50,62,330.0,0,Informal,0.45
0,0,1,32,5026.8,0.2287,0.0533,0.3747,0.1767,0,5894.5,0.0455,13,54,224.0,0,CLT,0.0941
1,205,0,0,3494.49,0.213,0.0446,0.3882,0.1537,1,2990.94,0.1195,0,83,480.0,0,INSS,0.0248
0,0,0,0,3635.6,0.2452,0.2782,0.5027,0.3491,0,1496.71,0.0151,43,62,464.0,0,Informal,0.4314
0,0,0,0,4891.02,0.2656,0.198,0.5789,0.3141,0,0.0,0.0,37,46,253.0,1,CLT,0.2916
1,171,0,0,1756.44,0.1077,0.0425,0.5013,0.0374,1,3620.31,0.0747,10,77,231.0,0,INSS,0.0385
1,314,0,0,2558.2,0.0892,0.075,0.3825,0.1089,0,3634.31,0.0477,5,74,202.0,0,INSS,0.0205
1,147,0,0,2680.55,0.0565,0.0999,0.1896,0.062,0,5850.6,0.3983,11,58,180.0,0,INSS,0.0374
0,0,0,0,3700.87,0.1455,0.4236,0.4913,0.2999,1,0.0,0.0,59,50,266.0,0,Informal,0.45
0,0,0,0,5357.98,0.203,0.1458,0.479,0.2569,1,239.2,0.0013,28,33,52.0,0,CLT,0.2932
0,0,1,78,4533.03,0.1165,0.094,0.4909,0.1625,0,1534.75,0.0271,17,54,363.0,0,CLT,0.0739
0,0,1,15,4610.8,0.0,0.1728,0.4359,0.1568,1,8564.01,0.1197,30,45,207.0,0,CLT,0.1681
0,0,0,0,3850.73,0.3101,0.1684,0.529,0.2895,0,12760.6,0.1011,28,27,89.0,0,Informal,0.45
0,0,1,49,2019.59,0.364,0.1279,0.554,0.2027,0,4140.41,0.1035,30,48,120.0,0,CLT,0.2564
0,0,0,0,1329.52,0.3403,0.6427,0.8561,0.7054,1,0.0,0.0,102,52,281.0,1,Informal,0.45
1,162,0,0,2376.28,0.1351,0.0371,0.3033,0.0569,1,0.0,0.0,4,68,169.0,0,INSS,0.0298
0,0,0,0,2873.31,0.3573,0.0,0.2117,0.0952,0,6004.1,0.1821,2,44,274.0,0,Informal,0.2187
1,137,0,0,1538.46,0.1538,0.0,0.2921,0.075,1,0.0,0.0,0,78,282.0,0,INSS,0.0255
0,0,0,0,3798.09,0.4601,0.4078,0.695,0.5624,0,11999.41,0.1726,71,49,280.0,0,Informal,0.45
1,101,0,0,2215.18,0.0926,0.0559,0.4174,0.053,0,3234.32,0.1098,6,68,224.0,0,INSS,0.0319
0,0,1,60,1500.0,0.2831,0.1993,0.4929,0.097,1,2663.89,0.0679,38,58,199.0,0,CLT,0.2644
0,0,1,34,4038.59,0.1354,0.1614,0.4431,0.1497,1,8217.66,0.0836,25,58,397.0,0,CLT,0.1416
0,0,1,160,3500.0,0.1142,0.1335,0.3142,0.1246,0,8324.2,0.0718,14,26,32.0,0,Servidor,0.0442
1,179,0,0,1267.38,0.1503,0.1044,0.3219,0.1375,0,1339.6,0.0495,22,66,153.0,0,INSS,0.0454
1,220,0,0,1995.4,0.1258,0.0,0.3078,0.0073,0,1918.69,0.0529,0,65,154.0,0,INSS,0.0195
0,0,1,149,6035.12,0.0766,0.0,0.1218,0.0968,0,3846.56,0.0215,0,39,125.0,0,Servidor,0.0135
0,0,1,56,3119.7,0.3239,0.0,0.2952,0.0876,0,2576.81,0.0226,2,42,129.0,0,CLT,0.0848
0,0,1,37,2342.98,0.1609,0.3008,0.7123,0.2928,0,3257.75,0.079,44,43,137.0,0,CLT,0.3547
0,0,0,0,5631.02,0.3173,0.0498,0.4224,0.2761,1,9973.33,0.1683,19,29,45.0,0,CLT,0.3171
0,0,1,18,5382.22,0.2033,0.1308,0.4116,0.2252,1,5340.88,0.0351,14,48,222.0,0,CLT,0.1451
0,0,1,136,6537.26,0.035,0.068,0.2643,0.1327,0,12893.28,0.0972,7,54,307.0,0,Servidor,0.0177
1,212,0,0,2310.78,0.0116,0.1509,0.3325,0.1643,1,8041.54,0.0939,20,80,480.0,0,INSS,0.0333
1,98,0,0,1439.38,0.0,0.1563,0.2062,0.0757,0,3154.27,0.0689,16,60,385.0,0,INSS,0.0291
0,0,1,85,1500.0,0.1575,0.1715,0.3715,0.3049,0,5166.55,0.1259,31,53,173.0,0,CLT,0.1906
0,0,0,0,2765.41,0.2464,0.4382,0.5422,0.5131,0,438.42,0.0255,62,44,130.0,1,Informal,0.45
1,240,0,0,1835.8,0.1358,0.1227,0.3814,0.1209,0,3822.87,0.0587,9,74,211.0,0,INSS,0.032
1,209,0,0,1571.04,0.0902,0.0015,0.3618,0.0243,0,1140.54,0.0179,0,59,344.0,0,INSS,0.0164
0,0,1,49,3467.08,0.1162,0.1215,0.3449,0.1298,1,9649.47,0.1074,18,41,108.0,0,CLT,0.1583
1,215,0,0,2088.34,0.0989,0.1274,0.2792,0.1654,1,4366.03,0.2122,19,60,269.0,1,INSS,0.05
1,178,0,0,1871.2,0.1342,0.0902,0.4287,0.1554,0,4741.58,0.1731,7,58,164.0,0,INSS,0.0444
1,115,0,0,3155.16,0.12,0.0411,0.3594,0.1235,0,8170.04,0.233,7,59,132.0,0,INSS,0.0417
0,0,1,36,4128.71,0.0579,0.0936,0.2146,0.1397,0,8777.6,0.0821,13,50,177.0,1,CLT,0.0805
0,0,1,45,6651.28,0.3148,0.0829,0.4246,0.3613,0,14456.14,0.304,28,58,153.0,0,CLT,0.2106
0,0,1,53,3849.54,0.0895,0.0566,0.2766,0.1594,0,925.64,0.0116,5,41,177.0,0,CLT,0.0649
1,102,0,0,3206.42,0.2278,0.0249,0.2486,0.0,0,3492.72,0.0387,0,63,270.0,0,INSS,0.0231
0,0,1,13,3800.77,0.3223,0.2583,0.5513,0.2876,0,0.0,0.0,37,50,231.0,0,CLT,0.2669
1,174,0,0,2052.12,0.114,0.0903,0.2299,0.236,0,4731.23,0.081,16,61,139.0,0,INSS,0.0415
1,284,0,0,2964.59,0.07,0.0,0.1774,0.0,0,9562.48,0.0925,0,70,257.0,0,INSS,0.0129
0,0,1,58,6755.6,0.1062,0.2497,0.6199,0.4537,1,6525.15,0.0717,48,21,31.0,0,CLT,0.3677
0,0,1,53,1540.91,0.1898,0.3093,0.5936,0.4334,0,2088.07,0.0533,47,43,174.0,0,CLT,0.3756
0,0,1,32,3218.66,0.0289,0.2624,0.6054,0.2553,0,3155.24,0.0468,37,23,22.0,1,CLT,0.2673
0,0,1,36,4529.25,0.1765,0.2514,0.4119,0.2435,1,13126.89,0.1396,44,25,66.0,0,CLT,0.3591
1,186,0,0,3588.32,0.1649,0.0979,0.4808,0.032,1,4722.55,0.0314,12,62,419.0,0,INSS,0.0333
0,0,1,37,6850.63,0.2073,0.2818,0.5536,0.3782,1,13307.96,0.0965,42,54,226.0,0,CLT,0.3217
0,0,1,40,5166.81,0.0785,0.019,0.4003,0.116,1,10094.74,0.1669,8,43,216.0,0,Servidor,0.0411
0,0,1,17,1500.0,0.2457,0.1051,0.4079,0.1711,0,1029.86,0.0596,15,43,109.0,0,CLT,0.1636
0,0,1,1,5671.67,0.2869,0.0743,0.3808,0.0935,0,5018.74,0.0342,11,22,28.0,0,CLT,0.1327
1,280,0,0,2920.31,0.0391,0.0,0.2763,0.0,0,4258.92,0.0822,1,77,480.0,0,INSS,0.0095
0,0,1,44,8981.65,0.0,0.0819,0.2304,0.1259,0,19271.75,0.0692,11,39,160.0,0,CLT,0.0584
1,256,0,0,1454.01,0.0582,0.0747,0.4168,0.1581,0,901.31,0.022,11,71,213.0,0,INSS,0.0266
1,186,0,0,2958.3,0.1255,0.0433,0.3288,0.1843,0,2438.39,0.0341,8,76,423.0,0,INSS,0.0203
0,0,1,1,1500.0,0.2282,0.1441,0.4763,0.2093,0,781.98,0.024,21,44,123.0,0,CLT,0.1983
0,0,1,1,3026.74,0.1592,0.1332,0.5215,0.298,0,0.0,0.0,30,27,86.0,0,CLT,0.2144
0,0,1,11,5030.11,0.1649,0.1073,0.2616,0.2629,1,630.32,0.0048,32,34,84.0,0,CLT,0.1756
1,170,0,0,2277.43,0.1629,0.0,0.2718,0.0774,0,1554.31,0.0208,0,62,462.0,0,INSS,0.0159
0,0,1,2,4923.27,0.2054,0.2225,0.2064,0.2257,0,13742.19,0.1184,31,55,116.0,0,CLT,0.1994
0,0,0,0,3379.67,0.073,0.5682,0.8805,0.5659,1,748.67,0.0064,78,30,117.0,0,Informal,0.45
0,0,1,38,4236.78,0.2695,0.1527,0.5019,0.2138,0,7206.92,0.097,27,44,170.0,1,CLT,0.1979
0,0,1,57,9538.92,0.1193,0.0,0.3597,0.092,0,22430.75,0.0733,0,32,80.0,1,CLT,0.0605
0,0,1,95,1564.14,0.2833,0.1745,0.4548,0.1134,0,0.0,0.0,24,35,110.0,0,CLT,0.1754
0,0,1,76,7146.18,0.2238,0.1526,0.4162,0.2122,0,16131.91,0.0867,30,36,169.0,0,CLT,0.1569
0,0,0,0,2915.85,0.2228,0.0,0.2318,0.0,1,5094.69,0.1138,0,21,14.0,0,CLT,0.164
0,0,1,27,4516.8,0.1621,0.0745,0.2603,0.0325,0,5970.03,0.0714,9,27,96.0,0,CLT,0.0899
0,0,0,0,8787.41,0.1966,0.3285,0.5017,0.3219,0,17824.7,0.0801,52,48,138.0,0,CLT,0.3998
0,0,0,0,2694.87,0.0461,0.1087,0.3477,0.1895,1,6010.71,0.0871,18,44,84.0,0,CLT,0.2204
1,157,0,0,2634.01,0.0808,0.0,0.3983,0.0313,0,1921.74,0.0435,1,85,480.0,0,INSS,0.0138
0,0,1,83,8770.78,0.0284,0.0862,0.178,0.052,0,9745.18,0.0817,9,58,284.0,0,Servidor,0.0144
0,0,0,0,4387.84,0.1579,0.0382,0.2952,0.0,1,11222.87,0.0988,2,41,165.0,0,CLT,0.1344
0,0,0,0,2358.69,0.584,0.1601,0.5768,0.2617,1,4573.84,0.1212,31,62,309.0,0,Informal,0.45
0,0,0,0,6977.48,0.1269,0.291,0.611,0.3344,1,24174.4,0.1335,41,29,97.0,1,CLT,0.45
1,176,0,0,3286.72,0.0256,0.0273,0.3002,0.035,0,4826.14,0.079,0,75,176.0,0,INSS,0.0178
1,204,0,0,2393.35,0.1056,0.1442,0.4379,0.167,0,3783.27,0.2234,17,79,480.0,0,INSS,0.0337
0,0,0,0,2898.65,0.5899,0.4646,0.8585,0.523,1,7882.51,0.1224,74,60,351.0,1,Informal,0.45
0,0,1,34,3969.5,0.193,0.2447,0.5007,0.0485,0,6548.38,0.1295,27,48,294.0,0,CLT,0.1644
0,0,1,80,4454.67,0.2207,0.1957,0.5659,0.4534,0,5937.96,0.0508,32,30,76.0,1,CLT,0.2685
1,150,0,0,2656.14,0.0101,0.1088,0.2126,0.2083,1,11618.29,0.54,20,68,473.0,0,INSS,0.0514
1,241,0,0,2045.61,0.2289,0.1176,0.4817,0.1463,0,4066.22,0.0808,15,82,480.0,0,INSS,0.032
0,0,0,0,3260.18,0.2871,0.2187,0.6087,0.324,0,0.0,0.0,42,28,90.0,1,CLT,0.4262
0,0,1,55,3250.2,0.3382,0.1399,0.5568,0.3016,0,10280.21,0.1855,29,41,64.0,0,CLT,0.3023
0,0,0,0,3419.61,0.2936,0.2856,0.7857,0.3712,0,6078.37,0.0642,50,29,100.0,1,Informal,0.45
1,239,0,0,2293.74,0.1083,0.0408,0.235,0.0309,0,2868.22,0.0513,5,81,480.0,0,INSS,0.013
0,0,0,0,1456.29,0.1689,0.2675,0.4721,0.2765,0,812.84,0.0208,51,39,199.0,0,Informal,0.45
0,0,1,77,4037.1,0.1593,0.1996,0.5135,0.2202,0,4153.28,0.0278,32,53,147.0,0,CLT,0.1704
0,0,1,16,1500.0,0.2362,0.1979,0.4613,0.249,0,2725.41,0.0631,28,21,14.0,0,CLT,0.2916
0,0,1,48,3096.16,0.349,0.2762,0.6995,0.4143,0,11335.04,0.1181,40,57,305.0,1,CLT,0.383
1,143,0,0,2658.97,0.0891,0.0568,0.233,0.1002,1,2505.33,0.0412,5,68,275.0,0,INSS,0.0277
0,0,0,0,5505.7,0.2247,0.2838,0.3723,0.2436,1,4979.48,0.0407,38,24,41.0,0,Informal,0.45
1,241,0,0,2966.34,0.0741,0.0712,0.2595,0.2094,0,11027.99,0.2003,17,64,111.0,0,INSS,0.0387
0,0,0,0,5276.91,0.34,0.1566,0.5018,0.3366,0,0.0,0.0,27,49,251.0,0,CLT,0.2508
0,0,1,65,3664.62,0.1658,0.2313,0.5104,0.2301,0,12423.91,0.3769,32,34,107.0,1,CLT,0.2941
1,202,0,0,3196.4,0.1241,0.0358,0.3508,0.044,0,4082.78,0.0369,5,82,480.0,0,INSS,0.0149
0,0,0,0,3904.99,0.4072,0.5439,0.9479,0.6768,0,6074.88,0.1318,84,31,74.0,0,Informal,0.45
0,0,1,42,3701.35,0.0,0.2442,0.4552,0.1426,0,4610.29,0.0455,25,54,233.0,1,CLT,0.1235
0,0,1,54,1500.0,0.1251,0.1586,0.5017,0.2988,0,3702.54,0.1171,38,58,172.0,1,CLT,0.2186
1,172,0,0,2706.05,0.1856,0.0685,0.3459,0.0781,0,3882.6,0.063,17,82,228.0,0,INSS,0.0327
0,0,1,59,3920.34,0.2739,0.3242,0.7372,0.2461,1,0.0,0.0,49,36,170.0,0,CLT,0.4052
1,144,0,0,4736.96,0.1702,0.0213,0.307,0.0811,1,5978.42,0.0675,5,61,272.0,0,INSS,0.0289
0,0,1,55,3175.65,0.1857,0.3203,0.5381,0.3102,0,9010.95,0.1529,41,25,32.0,1,CLT,0.3846
0,0,0,0,4173.77,0.6409,0.0,0.5457,0.0957,0,6008.63,0.0677,7,23,34.0,0,Informal,0.435
0,0,1,48,7733.16,0.203,0.1872,0.4728,0.1563,1,13261.62,0.291,27,33,73.0,0,CLT,0.2399
0,0,1,98,4511.18,0.1128,0.0,0.3459,0.1125,0,2632.11,0.076,0,34,91.0,0,CLT,0.0595
0,0,1,28,1500.0,0.0614,0.1562,0.4911,0.1277,0,0.0,0.0,30,32,150.0,0,CLT,0.1591
0,0,1,157,11593.88,0.1186,0.0256,0.2881,0.0934,0,3467.63,0.0104,6,27,59.0,0,Servidor,0.0137
1,173,0,0,3643.15,0.1041,0.1008,0.2183,0.1579,0,9740.35,0.1569,20,83,370.0,0,INSS,0.0288
0,0,0,0,4196.94,0.085,0.1503,0.187,0.1793,0,516.05,0.0053,24,59,115.0,0,CLT,0.1405
0,0,0,0,3290.36,0.5218,0.3369,0.8752,0.5256,1,5910.06,0.1375,57,32,142.0,1,Informal,0.45
0,0,0,0,2334.73,0.2557,0.1309,0.4092,0.2426,0,4605.91,0.3263,23,50,312.0,0,CLT,0.2662
0,0,1,71,3601.01,0.1899,0.086,0.2492,0.0292,0,13708.59,0.5327,12,50,268.0,0,CLT,0.1172
0,0,1,92,6302.56,0.2099,0.1819,0.4581,0.2713,0,3165.65,0.0197,31,27,47.0,0,CLT,0.1726
0,0,0,0,3501.16,0.2442,0.1515,0.5164,0.2228,1,3719.83,0.0482,32,57,140.0,1,Informal,0.45
0,0,1,61,6681.09,0.1521,0.3239,0.741,0.3954,0,9396.72,0.2032,47,40,66.0,1,CLT,0.3811
0,0,0,0,3629.43,0.1615,0.0,0.3223,0.1144,0,7731.92,0.2327,1,44,154.0,0,CLT,0.1278
0,0,1,65,2995.17,0.1047,0.2374,0.3524,0.2743,0,76.22,0.0012,36,24,31.0,0,CLT,0.2074
0,0,1,48,6588.6,0.1145,0.1947,0.4766,0.3629,1,5712.05,0.021,32,26,66.0,0,CLT,0.2312
0,0,0,0,2608.56,0.1499,0.0,0.3917,0.0764,0,6205.1,0.0915,8,25,74.0,0,Informal,0.2486
1,287,0,0,2258.12,0.1319,0.0619,0.239,0.0423,0,1411.4,0.022,3,64,278.0,0,INSS,0.0164
0,0,1,1,5521.74,0.1346,0.1602,0.2806,0.2904,0,13487.56,0.0783,32,42,246.0,0,CLT,0.1588
0,0,1,65,6910.26,0.1142,0.2298,0.4749,0.1878,1,13775.01,0.0599,36,33,56.0,0,CLT,0.2331
1,138,0,0,2520.97,0.0008,0.0734,0.3962,0.175,0,1279.94,0.0369,14,72,480.0,0,INSS,0.0218
0,0,1,18,3882.15,0.21,0.0,0.2603,0.0409,0,11121.46,0.1129,0,29,38.0,0,CLT,0.0936
1,290,0,0,2543.26,0.0341,0.0,0.0719,0.0003,0,4848.18,0.1022,0,68,344.0,0,INSS,0.0097
0,0,0,0,3142.59,0.2798,0.4877,0.8807,0.594,1,5676.94,0.0977,74,23,34.0,0,Informal,0.45
0,0,1,1,3033.32,0.1239,0.1658,0.4041,0.137,3,3509.22,0.0372,17,56,311.0,0,CLT,0.2108
0,0,1,22,5093.01,0.0657,0.1449,0.3626,0.1918,0,9259.27,0.0487,23,22,17.0,0,CLT,0.1508
1,219,0,0,2297.63,0.0611,0.0751,0.432,0.153,0,2497.38,0.0778,21,69,191.0,0,INSS,0.0349
1,150,0,0,2829.56,0.1411,0.0884,0.2017,0.0013,0,173.33,0.004,5,71,137.0,0,INSS,0.0232
0,0,0,0,5035.33,0.5024,0.2841,0.573,0.3167,1,12846.54,0.0819,46,35,69.0,0,Informal,0.45
1,238,0,0,2419.71,0.1927,0.1057,0.2116,0.1,0,381.38,0.0084,11,72,480.0,0,INSS,0.0186
0,0,0,0,2835.69,0.1153,0.2927,0.5099,0.2475,0,5147.21,0.0956,42,36,183.0,0,CLT,0.3679
1,106,0,0,1703.45,0.1609,0.0484,0.2833,0.2117,0,0.0,0.0,5,68,361.0,0,INSS,0.0275
0,0,1,37,3933.19,0.2099,0.3323,0.6207,0.4962,0,4031.16,0.032,55,58,123.0,0,CLT,0.4126
1,146,0,0,1714.7,0.0782,0.0,0.2596,0.0834,0,2317.64,0.043,4,67,384.0,0,INSS,0.0178
0,0,1,39,4037.23,0.2842,0.0185,0.3351,0.0826,0,7188.48,0.0816,6,46,81.0,0,CLT,0.1018
1,209,0,0,2671.4,0.0595,0.1471,0.3103,0.1514,0,5356.89,0.0582,26,85,480.0,0,INSS,0.0263
1,204,0,0,2862.65,0.0899,0.0728,0.2468,0.0224,0,7665.72,0.1492,14,76,346.0,0,INSS,0.0221
0,0,1,2,1500.0,0.2541,0.3365,0.6786,0.2774,1,6912.73,0.1501,40,28,43.0,0,CLT,0.45
0,0,1,38,3314.57,0.1215,0.1948,0.4349,0.2736,1,7562.37,0.1156,32,56,230.0,0,CLT,0.2235
1,98,0,0,2246.59,0.0409,0.0018,0.2752,0.0521,3,5615.46,0.139,4,84,480.0,0,INSS,0.0345
0,0,1,132,7425.59,0.0213,0.0491,0.1448,0.0609,0,3993.64,0.0423,12,49,201.0,0,Servidor,0.0135
1,331,0,0,3188.57,0.1601,0.1074,0.2869,0.1744,0,9585.46,0.0835,4,85,478.0,0,INSS,0.017
0,0,1,90,5708.25,0.3823,0.0,0.3366,0.0174,0,19411.44,0.2976,0,36,44.0,0,CLT,0.1172
0,0,1,40,5768.83,0.1114,0.2057,0.4565,0.1761,0,10374.26,0.0662,32,57,208.0,1,CLT,0.1473
1,202,0,0,3858.11,0.0716,0.0909,0.3003,0.1232,0,8722.43,0.134,17,69,246.0,0,INSS,0.0293
0,0,0,0,4300.38,0.5952,0.1566,0.7363,0.3028,2,7073.71,0.0914,33,67,350.0,1,Informal,0.45
0,0,1,103,7774.85,0.0443,0.0535,0.3338,0.1702,0,16381.72,0.1613,5,57,116.0,0,Servidor,0.0255
0,0,1,158,7782.5,0.0451,0.0854,0.1307,0.0956,0,24004.1,0.1003,8,48,267.0,0,Servidor,0.0175
0,0,1,79,8726.1,0.0303,0.0,0.1566,0.0557,0,22590.07,0.0868,2,31,88.0,0,Servidor,0.0185
0,0,0,0,4135.54,0.247,0.4436,0.7179,0.4782,1,2120.82,0.0207,71,32,111.0,0,Informal,0.45
0,0,0,0,1348.79,0.2691,0.2758,0.811,0.4798,0,372.98,0.0287,39,41,75.0,1,Informal,0.45
0,0,1,12,3616.26,0.4111,0.2586,0.5777,0.4062,1,2073.77,0.0213,37,57,317.0,0,CLT,0.3715
1,192,0,0,3402.73,0.0302,0.0,0.0442,0.0207,0,4262.78,0.0917,5,80,423.0,0,INSS,0.01
0,0,1,53,3934.66,0.2391,0.2802,0.4702,0.2296,0,7766.95,0.1201,45,47,167.0,0,CLT,0.2858
0,0,1,65,2038.68,0.1128,0.1815,0.4248,0.1489,0,5484.33,0.1087,25,43,142.0,0,CLT,0.1633
1,194,0,0,4100.59,0.201,0.1931,0.4404,0.2542,1,2255.34,0.0173,23,81,227.0,0,INSS,0.0634
0,0,0,0,3530.67,0.1309,0.4526,0.5568,0.3003,1,11530.68,0.1922,68,39,131.0,1,Informal,0.45
0,0,0,0,4766.85,0.1819,0.274,0.5022,0.2239,0,0.0,0.0,52,33,106.0,0,CLT,0.3611
1,186,0,0,3473.34,0.0945,0.1579,0.2895,0.2902,2,2495.89,0.0607,20,77,396.0,0,INSS,0.0515
1,158,0,0,1200.0,0.0971,0.0257,0.2137,0.1372,0,537.42,0.0198,11,76,480.0,0,INSS,0.0182
0,0,1,19,4004.49,0.0116,0.2744,0.2266,0.2207,0,4177.95,0.0553,38,33,143.0,0,CLT,0.1699
0,0,1,3,6966.66,0.2884,0.0805,0.496,0.0863,2,28604.77,0.2087,3,43,84.0,0,CLT,0.2443
0,0,1,10,2499.3,0.1714,0.0346,0.3098,0.0957,0,5378.15,0.0907,0,32,151.0,0,CLT,0.0932
1,127,0,0,2641.93,0.1042,0.0599,0.3535,0.1235,0,2512.31,0.038,14,85,480.0,0,INSS,0.0222
